admin_2,age_group,scenario_name,metric,value,intervention
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM,IMPACT_nUncompCum,52582.6088552473,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_PMC,IMPACT_nUncompCum,1258.38722046747,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_PMC,IMPACT_nUncompCum,18875.8083070119,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_PMC,IMPACT_nUncompCum,21033.0435420989,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_PMC,IMPACT_nUncompCum,16988.2274763107,PMC
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,629.19361023373,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,9437.90415350592,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,5662.74249210355,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,10516.5217710495,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,8494.11373815532,PMC
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_SMC,IMPACT_nUncompCum,943.790415350612,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_SMC,IMPACT_nUncompCum,14156.8562302589,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_SMC,IMPACT_nUncompCum,15774.7826565742,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_SMC,IMPACT_nUncompCum,19819.5987223625,SMC
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,471.895207675293,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,7078.42811512944,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,4247.05686907765,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,7887.39132828711,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,9909.79936118121,SMC
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_Vaccine,IMPACT_nUncompCum,1572.98402558433,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_Vaccine,IMPACT_nUncompCum,23594.7603837648,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_Vaccine,IMPACT_nUncompCum,14156.8562302589,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_LSM_Vaccine,IMPACT_nUncompCum,26291.3044276236,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_PMC,IMPACT_nUncompCum,20973.1203411243,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_PMC,IMPACT_nUncompCum,23370.0483801099,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_PMC,IMPACT_nUncompCum,18875.8083070118,PMC
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_PMC_Vaccine,IMPACT_nUncompCum,10486.5601705621,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_PMC_Vaccine,IMPACT_nUncompCum,6291.93610233729,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_PMC_Vaccine,IMPACT_nUncompCum,11685.024190055,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_PMC_Vaccine,IMPACT_nUncompCum,9437.90415350592,PMC
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_SMC,IMPACT_nUncompCum,15729.8402558432,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_SMC,IMPACT_nUncompCum,17527.5362850824,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_SMC,IMPACT_nUncompCum,22021.7763581805,SMC
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_SMC_Vaccine,IMPACT_nUncompCum,7864.92012792161,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_SMC_Vaccine,IMPACT_nUncompCum,4718.95207675297,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_SMC_Vaccine,IMPACT_nUncompCum,8763.76814254123,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_SMC_Vaccine,IMPACT_nUncompCum,11010.8881790902,SMC
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_Vaccine,IMPACT_nUncompCum,26216.4004264053,IRS
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_Vaccine,IMPACT_nUncompCum,15729.8402558432,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_IRS_Vaccine,IMPACT_nUncompCum,29212.5604751374,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_LSM,IMPACT_nUncompCum,8389.24813644961,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_LSM,IMPACT_nUncompCum,140220.290280659,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_PMC,IMPACT_nUncompCum,3355.69925457989,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_PMC,IMPACT_nUncompCum,56088.1161122638,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_PMC,IMPACT_nUncompCum,45301.9399368286,PMC
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_PMC_Vaccine,IMPACT_nUncompCum,1677.84962728994,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_PMC_Vaccine,IMPACT_nUncompCum,15100.6466456095,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_PMC_Vaccine,IMPACT_nUncompCum,28044.0580561319,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_PMC_Vaccine,IMPACT_nUncompCum,22650.9699684142,PMC
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_SMC,IMPACT_nUncompCum,2516.7744409349,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_SMC,IMPACT_nUncompCum,42066.0870841977,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_SMC,IMPACT_nUncompCum,52852.2632596333,SMC
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_SMC_Vaccine,IMPACT_nUncompCum,1258.38722046747,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_SMC_Vaccine,IMPACT_nUncompCum,11325.4849842071,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_SMC_Vaccine,IMPACT_nUncompCum,21033.0435420989,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_SMC_Vaccine,IMPACT_nUncompCum,26426.1316298166,SMC
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_Vaccine,IMPACT_nUncompCum,4194.62406822485,LSM
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_Vaccine,IMPACT_nUncompCum,37751.6166140238,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_LSM_Vaccine,IMPACT_nUncompCum,70110.1451403297,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_PMC,IMPACT_nUncompCum,62320.1290136263,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_PMC,IMPACT_nUncompCum,50335.4888186983,PMC
Bunda District Council,0-100,ICCM_IG2_Nets_PMC_Vaccine,IMPACT_nUncompCum,16778.4962728994,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_PMC_Vaccine,IMPACT_nUncompCum,31160.0645068132,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_PMC_Vaccine,IMPACT_nUncompCum,25167.7444093491,PMC
Bunda District Council,0-100,ICCM_IG2_Nets_SMC,IMPACT_nUncompCum,46740.0967602198,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_SMC,IMPACT_nUncompCum,58724.736955148,SMC
Bunda District Council,0-100,ICCM_IG2_Nets_SMC_Vaccine,IMPACT_nUncompCum,12583.8722046746,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_SMC_Vaccine,IMPACT_nUncompCum,23370.0483801099,IG2_Nets
Bunda District Council,0-100,ICCM_IG2_Nets_SMC_Vaccine,IMPACT_nUncompCum,29362.368477574,SMC
Bunda District Council,0-100,ICCM_IG2_Nets_Vaccine,IMPACT_nUncompCum,41946.2406822486,Vaccine
Bunda District Council,0-100,ICCM_IG2_Nets_Vaccine,IMPACT_nUncompCum,77900.161267033,IG2_Nets
Bunda District Council,0-100,ICCM_IPTSc,IMPACT_nUncompCum,119846.401949282,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS,IMPACT_nUncompCum,74904.001218301,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS,IMPACT_nUncompCum,44942.4007309807,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM,IMPACT_nUncompCum,4494.24007309804,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM,IMPACT_nUncompCum,67413.6010964709,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM,IMPACT_nUncompCum,40448.1606578826,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets,IMPACT_nUncompCum,1797.69602923922,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets,IMPACT_nUncompCum,26965.4404385883,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets,IMPACT_nUncompCum,16179.264263153,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets,IMPACT_nUncompCum,24268.8963947295,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC,IMPACT_nUncompCum,719.0784116957,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC,IMPACT_nUncompCum,10786.1761754354,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC,IMPACT_nUncompCum,6471.70570526122,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC,IMPACT_nUncompCum,9707.55855789182,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC,IMPACT_nUncompCum,9707.55855789182,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,359.539205847844,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,5393.08808771767,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,3235.85285263059,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,3235.85285263059,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,4853.77927894591,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,4853.77927894591,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC,IMPACT_nUncompCum,539.308808771779,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC,IMPACT_nUncompCum,8089.63213157651,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC,IMPACT_nUncompCum,4853.7792789459,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC,IMPACT_nUncompCum,7280.66891841887,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC,IMPACT_nUncompCum,11325.4849842071,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,269.654404385885,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,4044.81606578824,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,2426.88963947295,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,2426.88963947295,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,3640.33445920943,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,5662.74249210356,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_Vaccine,IMPACT_nUncompCum,898.84801461961,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_Vaccine,IMPACT_nUncompCum,13482.7202192942,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_Vaccine,IMPACT_nUncompCum,8089.6321315765,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_Vaccine,IMPACT_nUncompCum,8089.6321315765,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PBO_Nets_Vaccine,IMPACT_nUncompCum,12134.4481973647,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC,IMPACT_nUncompCum,1797.69602923922,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC,IMPACT_nUncompCum,26965.4404385883,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC,IMPACT_nUncompCum,16179.264263153,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC,IMPACT_nUncompCum,24268.8963947295,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets,IMPACT_nUncompCum,988.732816081581,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets,IMPACT_nUncompCum,14830.9922412236,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets,IMPACT_nUncompCum,8898.59534473416,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets,IMPACT_nUncompCum,7280.66891841886,STD_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets,IMPACT_nUncompCum,13347.8930171012,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,494.366408040787,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,7415.4961206118,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,4449.29767236707,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,4449.29767236707,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,3640.33445920944,STD_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,6673.94650855063,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,898.84801461961,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,13482.7202192942,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,8089.6321315765,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,8089.6321315765,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_PMC_Vaccine,IMPACT_nUncompCum,12134.4481973647,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC,IMPACT_nUncompCum,1348.27202192941,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC,IMPACT_nUncompCum,20224.0803289413,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC,IMPACT_nUncompCum,12134.4481973647,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC,IMPACT_nUncompCum,28313.7124605177,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets,IMPACT_nUncompCum,741.549612061181,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets,IMPACT_nUncompCum,11123.2441809177,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets,IMPACT_nUncompCum,6673.94650855061,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets,IMPACT_nUncompCum,5460.50168881415,STD_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets,IMPACT_nUncompCum,15572.5418532848,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets_Vaccine,IMPACT_nUncompCum,370.774806030589,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets_Vaccine,IMPACT_nUncompCum,5561.62209045884,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets_Vaccine,IMPACT_nUncompCum,3336.97325427531,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets_Vaccine,IMPACT_nUncompCum,3336.97325427531,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets_Vaccine,IMPACT_nUncompCum,2730.25084440707,STD_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_STD_Nets_Vaccine,IMPACT_nUncompCum,7786.27092664239,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,674.1360109647,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,10112.0401644706,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,6067.22409868239,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,6067.22409868239,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_SMC_Vaccine,IMPACT_nUncompCum,14156.8562302589,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_STD_Nets,IMPACT_nUncompCum,2471.83204020393,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_STD_Nets,IMPACT_nUncompCum,37077.480603059,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_STD_Nets,IMPACT_nUncompCum,22246.4883618354,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_STD_Nets,IMPACT_nUncompCum,18201.6722960471,STD_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_STD_Nets_Vaccine,IMPACT_nUncompCum,1235.91602010195,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_STD_Nets_Vaccine,IMPACT_nUncompCum,18538.7403015295,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_STD_Nets_Vaccine,IMPACT_nUncompCum,11123.2441809177,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_STD_Nets_Vaccine,IMPACT_nUncompCum,11123.2441809177,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_STD_Nets_Vaccine,IMPACT_nUncompCum,9100.83614802355,STD_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_Vaccine,IMPACT_nUncompCum,2247.12003654904,LSM
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_Vaccine,IMPACT_nUncompCum,33706.8005482355,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_Vaccine,IMPACT_nUncompCum,20224.0803289413,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_LSM_Vaccine,IMPACT_nUncompCum,20224.0803289413,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets,IMPACT_nUncompCum,29961.6004873204,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets,IMPACT_nUncompCum,17976.9602923922,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets,IMPACT_nUncompCum,26965.4404385883,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_PMC,IMPACT_nUncompCum,11984.6401949282,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_PMC,IMPACT_nUncompCum,7190.7841169569,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_PMC,IMPACT_nUncompCum,10786.1761754353,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_PMC,IMPACT_nUncompCum,10786.1761754353,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,5992.32009746406,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,3595.39205847844,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,3595.39205847844,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,5393.08808771767,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_PMC_Vaccine,IMPACT_nUncompCum,5393.08808771767,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_SMC,IMPACT_nUncompCum,8988.48014619611,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_SMC,IMPACT_nUncompCum,5393.08808771766,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_SMC,IMPACT_nUncompCum,8089.6321315765,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_SMC,IMPACT_nUncompCum,12583.8722046746,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,4494.24007309806,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,2696.54404385884,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,2696.54404385884,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,4044.81606578825,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_SMC_Vaccine,IMPACT_nUncompCum,6291.93610233729,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_Vaccine,IMPACT_nUncompCum,14980.8002436602,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_Vaccine,IMPACT_nUncompCum,8988.48014619611,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_Vaccine,IMPACT_nUncompCum,8988.48014619611,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_PBO_Nets_Vaccine,IMPACT_nUncompCum,13482.7202192942,PBO_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC,IMPACT_nUncompCum,29961.6004873204,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC,IMPACT_nUncompCum,17976.9602923922,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC,IMPACT_nUncompCum,26965.4404385883,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_STD_Nets,IMPACT_nUncompCum,16478.8802680262,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_STD_Nets,IMPACT_nUncompCum,9887.32816081573,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_STD_Nets,IMPACT_nUncompCum,8089.6321315765,STD_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_STD_Nets,IMPACT_nUncompCum,14830.9922412236,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,8239.44013401311,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,4943.66408040787,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,4943.66408040787,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,4044.81606578826,STD_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_STD_Nets_Vaccine,IMPACT_nUncompCum,7415.49612061179,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_Vaccine,IMPACT_nUncompCum,14980.8002436602,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_Vaccine,IMPACT_nUncompCum,8988.48014619611,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_Vaccine,IMPACT_nUncompCum,8988.48014619611,Vaccine
Bunda District Council,0-100,ICCM_IPTSc_IRS_PMC_Vaccine,IMPACT_nUncompCum,13482.7202192942,PMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC,IMPACT_nUncompCum,22471.2003654903,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC,IMPACT_nUncompCum,13482.7202192942,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC,IMPACT_nUncompCum,31459.6805116864,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC_STD_Nets,IMPACT_nUncompCum,12359.1602010197,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC_STD_Nets,IMPACT_nUncompCum,7415.49612061178,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC_STD_Nets,IMPACT_nUncompCum,6067.22409868238,STD_Nets
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC_STD_Nets,IMPACT_nUncompCum,17302.8242814275,SMC
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC_STD_Nets_Vaccine,IMPACT_nUncompCum,6179.58010050983,IRS
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC_STD_Nets_Vaccine,IMPACT_nUncompCum,3707.7480603059,IPTSc
Bunda District Council,0-100,ICCM_IPTSc_IRS_SMC_STD_Nets_Vaccine,IMPACT_nUncompCum,3707.7480603059,Vaccine
